Days per month,Minuter per login,Lowest level completed,Customer added,Stories watched,Stories completed,Churn
10,90,3,0,1,0.778625894,0
15,49,6,44,405.25,330.6260478,0
30,50,5,42,788.5,618.0254198,0
16,85,6,44,749,671.4457637,0
10,85,4,46,489.75,355.1222298,0
16,76,5,32,487.4,396.5624421,0
7,78,4,38,260.35,203.5739528,0
9,91,5,44,451.45,380.4761535,0
13,85,5,46,636.375,523.0195047,0
14,88,5,30,463,360.4374667,0
18,96,3,32,692.2,505.1459959,0
10,59,4,27,200.125,151.9607917,0
22,42,5,43,497.65,364.1729717,0
19,83,3,44,868.35,616.1270363,0
14,77,4,41,553.475,416.7042771,0
16,63,5,43,542.8,452.5837827,0
9,84,6,45,426.25,323.6358035,0
26,103,3,44,1473.9,1125.259942,0
17,71,4,44,664.85,492.7331564,0
11,86,4,46,544.95,428.3450183,0
13,85,5,46,636.375,532.347966,1
17,64,6,43,585.8,459.5855838,0
16,75,6,43,646,551.968058,0
24,80,6,45,1081,920.8559122,0
11,92,6,0,1,0.815638951,0
13,43,4,45,315.4375,269.145232,0
19,44,5,20,210,178.2411622,0
31,47,5,34,620.225,487.1351158,0
29,81,6,37,1087.4125,860.7874215,0
19,74,6,42,739.15,582.6168694,0
9,44,4,25,124.75,98.49034612,0
13,6,3,38,38.05,30.49998564,0
14,91,5,17,271.725,228.6126184,0
16,36,3,40,289,240.5151841,0
9,8,5,31,28.9,23.80982604,0
18,69,5,41,637.525,581.547778,0
13,9,5,34,50.725,43.29601889,0
13,38,5,39,241.825,187.2749777,0
17,65,6,39,539.6875,388.8097027,0
10,92,8,46,530,408.5697533,0
11,83,3,29,331.9625,260.1093339,0
10,38,6,39,186.25,151.6283393,1
29,34,6,46,567.95,450.8771157,0
13,109,5,45,798.0625,638.1213256,0
9,86,7,45,436.375,355.7264816,0
13,90,4,31,454.375,340.9094416,0
18,43,3,34,329.95,256.1563764,0
11,91,6,45,564.0625,463.1460214,0
25,58,3,46,834.75,660.4725897,0
13,47,6,45,344.6875,258.2616583,0
16,79,4,40,633,554.1568801,0
11,89,6,45,551.6875,382.2500825,0
2,46,3,43,50.45,42.0051512,1
23,56,6,39,628.9,513.6715526,0
8,95,5,35,333.5,269.2342818,0
23,102,5,43,1261.975,1029.277416,0
20,85,3,28,596,415.0444887,0
16,72,5,39,562.6,461.5379066,0
11,48,6,42,278.2,203.4743386,0
25,44,3,46,633.5,483.0506294,0
11,54,5,33,246.025,206.0632528,0
12,94,6,37,522.7,405.7426919,0
31,13,6,44,222.65,194.8302554,0
11,35,5,43,207.9375,173.2235126,0
24,4,5,39,47.8,34.97144706,0
16,86,5,35,603,422.9602391,0
29,87,4,35,1104.8125,852.8340973,0
23,69,5,32,635.8,527.8322458,0
11,91,4,43,539.0375,420.9469598,0
25,49,4,46,705.375,578.5615241,0
15,14,5,36,95.5,71.25986799,0
10,68,5,41,349.5,278.5907193,0
11,70,4,20,193.5,152.7756958,0
22,41,4,35,395.625,307.1964206,0
24,79,5,37,877.9,672.0416617,0
15,77,7,46,665.125,524.7251218,0
14,92,5,37,596.7,471.9241979,0
4,79,6,38,151.1,115.6716199,0
0,84,5,42,1,0.83881439,0
24,89,6,40,1069,890.1645963,0
14,11,6,45,87.625,70.02143099,0
4,93,5,29,135.85,100.1984485,0
27,83,6,41,1149.5125,931.404417,0
28,87,3,35,1066.75,813.137423,0
7,84,3,44,324.4,253.8130521,0
21,98,5,46,1184.35,994.3974329,1
9,81,4,41,374.6125,306.3166237,0
11,85,3,36,421.75,321.6939217,0
16,11,6,7,16.4,13.29152245,1
11,84,3,35,405.25,322.4795331,0
11,45,5,39,242.3125,202.0737115,0
22,75,6,45,929.125,807.9554535,0
0,36,5,23,1,0.729491111,0
16,93,5,34,633.4,583.6537532,0
16,40,5,37,297,228.3116241,0
14,91,4,45,717.625,610.9909516,0
18,102,4,46,1056.7,857.0692356,0
12,89,6,34,454.9,408.3763565,0
16,80,5,36,577,456.9630429,0
23,72,6,31,642.7,460.1657079,0
21,78,5,41,840.475,664.9157147,0
13,71,5,43,497.1125,393.4815127,0
12,88,5,32,423.4,335.922757,0
18,81,5,39,711.775,521.9329863,1
4,84,5,43,181.6,129.0987615,1
20,70,5,39,683.5,521.9102561,0
9,50,5,44,248.5,209.0957763,0
9,84,2,8,76.6,65.82171134,0
11,115,4,37,586.0625,432.9143196,0
14,84,4,35,515.5,383.7625044,1
11,77,5,29,308.0375,250.2799873,0
14,10,4,41,72.75,57.71396307,0
16,85,4,32,545,453.3724789,0
2,14,4,39,14.65,12.70098378,1
14,44,5,39,301.3,211.5708784,0
13,71,4,41,474.0375,350.8842972,0
19,82,6,42,818.95,696.8247477,0
9,84,5,38,360.1,270.093992,0
19,83,6,36,710.65,582.8775352,0
16,34,6,38,259.4,217.5178374,0
17,79,6,41,689.2875,522.8206347,0
5,87,5,0,1,0.775515357,0
17,81,3,41,706.7125,626.4422184,0
16,83,6,42,698.2,524.8469864,1
17,84,5,15,268.75,217.0549476,0
20,36,7,27,244,220.059169,0
17,87,7,44,814.45,594.8234632,0
23,49,4,34,479.975,375.341396,0
14,100,5,29,508.5,386.5843698,0
19,90,5,42,898.75,662.9620728,0
31,89,7,30,1035.625,811.7520029,0
1,81,4,44,45.55,40.22764467,0
15,89,5,44,735.25,555.113018,0
9,70,5,33,260.875,200.6332908,0
10,64,5,10,81,56.31592203,0
12,40,6,37,223,173.5431724,0
10,37,4,43,199.875,158.3709502,0
16,84,6,46,773.8,646.6413348,0
14,88,4,45,694,636.1529002,0
15,80,5,20,301,226.2090636,0
20,81,7,2,41.5,33.94032258,1
10,9,3,19,22.375,17.20260607,0
17,81,5,33,569.0125,463.7614463,0
11,38,6,40,210,156.9988032,0
20,74,5,43,796.5,702.8304894,0
0,86,5,40,1,0.836159202,1
7,51,5,37,166.1125,127.245726,0
21,75,4,39,768.8125,604.8848246,0
21,43,5,44,497.65,393.1382934,0
19,80,4,10,191,151.1829831,0
12,83,4,43,536.35,431.5285586,0
16,59,4,44,520.2,443.5065339,0
31,43,6,44,734.15,577.1145838,1
20,41,6,45,462.25,369.7035711,0
11,10,3,46,64.25,53.55192336,0
12,78,6,44,515.8,433.0276119,0
13,38,5,40,248,181.5499821,0
20,92,6,31,714,576.6364116,0
17,89,5,39,738.5875,580.7704442,1
6,77,5,41,237.775,191.8240108,0
5,77,5,43,207.9375,180.3926023,0
23,74,7,41,873.275,640.2000987,0
20,69,8,23,397.75,344.9100232,0
10,93,6,46,535.75,418.1878917,0
15,34,5,42,268.75,211.5300071,1
11,78,6,43,462.175,362.5651103,0
14,90,6,44,694,523.955423,1
17,103,3,42,920.275,640.8813625,0
20,80,6,19,381,326.0013543,0
31,48,6,45,838,683.959627,0
17,54,7,39,448.525,383.1903387,1
16,83,5,46,764.6,607.7867786,0
17,50,5,18,192.25,150.0019991,0
14,78,5,33,451.45,329.706087,0
16,81,4,43,697.6,568.9870335,0
19,85,7,40,808.5,649.6903683,1
19,78,8,36,667.9,427.3338403,0
11,32,4,36,159.4,120.9230278,0
16,75,4,45,676,567.3035798,0
13,43,5,43,301.4625,242.7099349,0
19,82,3,27,526.825,432.5943206,0
14,86,5,32,482.6,338.4919171,0
16,43,5,27,233.2,194.3486441,0
15,7,5,36,48.25,40.12325352,0
24,91,5,35,956.5,710.6436246,0
16,81,3,27,438.4,370.1271869,0
11,91,5,38,476.475,355.6721782,0
12,103,4,35,541.75,470.9106135,0
2,62,5,29,45.95,33.99548101,0
23,54,8,38,590.95,478.8647539,0
20,79,4,45,889.75,697.6697254,0
10,80,6,28,281,210.8471493,0
22,35,5,46,443.75,387.6082559,0
0,83,6,40,1,0.843547374,0
11,41,5,44,249.05,204.6646994,0
10,40,5,46,231,193.4998039,0
11,49,6,43,290.7125,239.8213701,0
15,89,5,44,735.25,557.9921744,0
11,100,4,46,633.5,530.2766269,0
12,87,4,44,575.2,469.7977136,0
31,86,5,35,1167.375,957.6280526,0
22,47,5,44,569.7,440.7596776,0
19,47,6,38,425.175,358.0470075,1
12,69,5,46,477.1,397.3519064,0
12,87,5,46,601.3,473.6793231,1
16,83,5,39,648.4,562.960596,0
11,91,6,31,388.8875,296.100313,0
10,86,4,38,409.5,309.0462208,0
17,98,5,44,917.3,751.6978933,1
19,80,6,23,438,372.4017856,0
16,91,5,38,692.6,529.5167764,0
12,41,5,45,277.75,235.5544878,0
29,84,3,27,823.15,711.1509392,1
3,48,6,42,76.6,60.38227627,0
13,85,4,41,567.3125,434.933565,0
28,78,5,44,1202.2,1004.68972,0
24,75,4,30,676,595.0453704,0
30,98,4,40,1471,1220.123399,0
13,88,6,39,558.7,436.0501173,0
7,42,3,33,122.275,110.3760858,0
19,78,6,41,760.525,603.0495703,0
21,87,6,43,983.0125,858.0504307,0
13,91,5,16,237.6,178.2393147,0
14,93,6,23,375.325,271.1761567,0
26,73,6,42,997.45,815.5350112,0
21,51,5,44,590.05,465.3354759,1
4,75,3,23,87.25,77.16066933,0
25,77,5,46,1107.875,953.2913536,0
13,100,5,20,326,258.2810505,0
14,7,4,16,20.6,17.53178304,0
12,83,4,12,150.4,115.5177866,0
30,67,7,31,779.875,633.8501373,0
12,36,5,44,238.6,205.3809333,0
15,49,5,23,212.3125,158.5727781,0
12,91,6,42,574.3,442.6980553,0
16,74,5,41,607.8,504.4244441,0
13,86,4,10,140.75,114.3296862,0
17,94,6,32,640.2,509.4705348,0
23,74,6,43,915.825,803.6394916,0
18,79,4,0,1,0.73412488,0
25,41,5,24,308.5,257.4438746,0
19,73,5,40,694.5,570.363285,0
2,92,5,43,99.9,83.97438098,0
7,49,4,32,138.2,126.4333886,0
17,68,5,27,391.15,297.839176,0
20,31,6,31,241.25,179.1246111,0
13,67,6,17,186.0875,153.8092977,0
30,87,5,39,1273.375,1085.732389,0
8,92,4,41,378.2,301.2663524,0
15,80,5,44,661,583.4285527,0
18,82,5,45,831.25,655.3953394,0
22,82,5,45,1015.75,763.9148911,0
8,74,5,25,186,151.8066178,0
17,85,7,46,831.875,667.031532,0
12,43,5,46,297.7,265.0672114,0
14,92,4,27,435.7,321.3076181,0
14,60,5,12,127,90.31394737,0
3,45,4,37,63.4375,48.23333417,0
10,45,7,39,220.375,160.0634605,0
0,87,5,39,1,0.727092463,1
28,88,6,39,1202.2,965.303966,0
11,85,5,31,363.3125,308.9663886,0
25,68,7,46,978.5,719.1850532,0
16,43,4,42,362.2,291.2839886,0
11,75,5,40,413.5,349.3601659,0
16,67,4,30,403,294.412345,0
10,89,4,45,501.625,410.1994556,0
14,40,4,39,274,210.7134832,0
13,88,7,45,644.5,526.4249154,0
12,77,5,35,405.25,315.9849683,0
13,94,4,41,627.275,524.4428262,0
10,95,4,43,511.625,407.4597156,0
19,93,6,31,685.7125,590.8712589,0
17,82,5,45,785.125,600.7122166,0
21,92,6,32,773.8,592.9185199,0
5,34,7,34,73.25,54.12559881,0
31,78,6,43,1300.675,1005.756291,0
26,78,4,44,1116.4,893.0036349,0
21,92,4,45,1087.75,965.3640534,0
14,89,6,40,624,503.7762225,0
20,44,5,37,408,345.0692463,0
18,76,2,46,787.6,652.9786663,0
8,39,4,46,180.4,150.5773149,0
17,90,4,45,861.625,708.743023,0
23,44,4,46,582.9,435.2038332,0
15,103,7,46,889.375,713.2088877,1
19,34,6,44,356.3,292.9326569,0
24,82,6,38,935.8,725.0823747,0
24,95,5,40,1141,937.8922837,0
11,91,4,34,426.425,341.5828725,0
20,89,5,27,601.75,440.135062,0
20,84,5,40,841,655.2557075,0
15,38,8,45,321.625,259.1333539,1
16,88,5,37,652.2,486.5840318,0
16,85,6,37,630,578.6263423,0
1,9,4,31,4.4875,3.562774681,1
14,73,5,41,524.775,415.7027399,0
20,50,5,32,401,329.9717422,0
19,82,6,38,741.05,548.3538952,0
15,39,4,15,110.6875,90.50553393,0
10,80,6,42,421,348.229559,0
18,92,6,17,352.9,287.6715411,0
15,84,5,40,631,529.0528617,0
6,76,5,37,211.9,166.8014588,0
14,55,5,38,366.75,319.2299997,0
16,41,5,38,312.6,271.0499641,0
17,34,5,30,217.75,184.3345549,0
21,85,7,32,715,626.5318855,0
12,77,5,38,439.9,347.7529741,0
11,94,4,39,505.075,378.2673576,0
9,84,6,42,397.9,317.9707087,0
13,43,5,34,238.575,195.7841841,0
28,83,6,45,1308.25,1068.348269,1
14,76,3,36,479.8,401.7912843,0
11,53,6,34,248.775,197.3212356,0
31,46,2,40,714,591.4233108,0
11,97,6,35,467.8125,367.1329743,0
21,34,7,37,331.225,271.5158411,0
24,74,5,42,933.4,754.8597557,0
12,91,5,43,587.95,413.8537541,0
19,74,6,3,53.725,44.51954672,1
9,101,6,34,387.325,290.006968,0
21,44,5,43,497.65,419.639588,0
12,43,4,46,297.7,204.050508,0
15,86,4,37,597.625,520.5931093,0
12,10,4,46,70,56.5391649,1
0,38,6,43,1,0.773977198,1
12,44,4,24,159.4,127.8752512,0
9,78,3,46,404.65,326.8170138,0
2,83,5,38,79.85,69.93051125,0
10,75,5,45,422.875,348.0444849,0
11,81,6,39,435.3625,361.4951407,0
26,88,5,39,1116.4,834.6818845,0
14,37,4,44,285.9,221.4811039,0
5,12,5,46,35.5,29.86112719,1
16,91,4,30,547,472.0852786,0
18,88,5,22,436.6,338.7535652,0
10,28,4,41,144.5,114.8303927,0
3,12,7,37,17.65,14.08968514,0
16,43,7,27,233.2,184.2920343,1
11,42,6,45,260.875,209.6942034,0
1,37,6,45,21.8125,17.01899037,0
18,86,4,40,775,629.073864,0
10,96,4,38,457,361.0057821,0
31,89,4,0,1,0.734677978,0
17,50,5,15,160.375,120.1456718,0
12,46,7,26,180.4,145.0601806,1
15,78,7,41,600.625,509.8664134,0
17,45,5,39,373.9375,331.591042,0
18,39,6,0,1,0.814150613,0
18,45,4,17,173.125,139.277592,0
13,77,5,46,576.575,504.677857,0
18,74,5,39,650.35,557.902355,0
15,30,5,38,214.75,184.6540729,0
17,70,8,46,685.25,616.8990461,1
21,36,5,18,171.1,131.1221719,0
23,92,6,46,1217.7,943.5726762,0
3,30,4,42,48.25,38.22439542,1
14,72,5,44,555.4,493.0403254,0
16,97,4,28,544.2,423.5687881,0
13,76,6,46,569.1,405.0227448,0
29,52,6,38,717.3,637.6143431,0
13,44,5,45,322.75,245.9507417,0
9,90,6,27,274.375,208.3423656,0
12,40,7,44,265,209.8576496,0
10,35,6,24,106,89.71028665,0
1,53,4,45,30.8125,24.2161272,1
6,107,5,42,338.05,298.891625,0
29,105,5,38,1447.375,1073.766741,0
6,85,5,40,256,195.3287848,1
13,76,6,44,544.4,468.4900193,1
17,51,5,31,336.9625,238.5596858,0
11,39,6,45,242.3125,194.677893,0
18,8,4,40,73,56.09311512,0
21,82,6,25,539.125,476.8519688,0
21,76,4,39,779.05,568.5806771,0
18,88,5,37,733.6,587.8373981,0
10,71,5,14,125.25,102.5028049,0
17,103,5,45,985.9375,827.2969605,0
16,80,3,41,657,496.9322343,0
13,83,5,16,216.8,164.6366485,0
11,83,5,42,480.325,426.7657208,1
13,56,6,46,419.6,353.211154,0
15,80,6,40,601,490.1771393,0
15,43,4,19,154.1875,119.6249628,0
14,74,6,28,363.6,321.2493618,0
28,88,7,45,1387,1215.890319,0
27,6,5,25,51.625,43.10866931,0
18,90,4,44,892,765.9355883,0
16,46,5,46,424.2,345.2438403,0
22,47,4,40,518,426.2239303,0
13,77,4,33,413.9125,313.2664205,0
16,92,6,39,718.6,638.3401796,1
10,41,5,18,93.25,77.83194163,1
21,77,7,41,829.7125,646.5069964,0
11,87,5,41,491.4625,365.2160417,0
29,53,4,43,827.1375,718.5259199,0
18,74,5,38,633.7,485.52798,0
17,40,5,43,366.5,288.1030083,0
8,75,4,41,308.5,251.1517865,0
13,82,4,42,560.65,475.3656173,0
11,48,5,46,304.6,252.1513807,0
18,96,6,45,973,698.1189049,0
12,52,6,27,211.6,152.2573456,0
22,73,6,40,804,578.6810047,0
22,42,6,38,439.9,307.6546781,0
14,77,4,45,607.375,511.761175,0
14,92,4,36,580.6,479.7250081,0
21,83,6,39,850.7125,673.0739534,0
18,40,6,6,55,42.97632878,0
19,55,7,20,262.25,220.2420742,0
15,31,7,24,140.5,104.6558895,0
2,48,6,37,45.4,39.34448272,0
12,42,4,30,190,149.6794047,0
10,79,4,40,396,341.3706562,0
19,81,5,46,885.925,717.5947489,0
13,73,6,37,439.9125,387.5551859,0
18,55,4,35,434.125,313.6566239,0
11,50,5,27,186.625,152.3492955,0
22,68,6,37,692.9,568.3499519,0
21,85,5,33,737.3125,562.3895639,0
25,36,6,39,439.75,314.3377453,0
22,98,6,38,1025.1,851.0188732,0
9,87,7,45,441.4375,381.1547873,0
12,77,5,41,474.55,394.3782381,1
12,10,5,44,67,52.12476134,1
14,72,4,33,416.8,362.9878771,0
17,107,5,45,1024.1875,784.2171901,1
11,43,5,42,249.325,195.2306524,0
25,37,7,31,359.4375,295.7631141,0
9,84,5,39,369.55,322.9566534,0
15,91,6,30,512.875,412.1236073,0
21,74,4,26,506.05,399.8643039,0
13,69,6,0,1,0.847239811,0
18,45,5,41,416.125,348.0923241,0
12,34,5,29,148.9,119.4902075,0
14,46,8,34,274.7,232.6390627,0
13,78,4,43,546.025,461.1656731,0
13,78,6,39,495.325,386.6324252,0
14,82,5,30,431.5,344.9405788,0
20,54,5,34,460,365.8730408,0
8,44,4,46,203.4,162.353407,0
17,91,4,45,871.1875,696.6520698,0
9,87,5,45,441.4375,353.2361736,0
21,67,6,39,686.9125,547.2665406,0
1,33,5,41,17.9125,14.46114443,1
20,99,4,20,496,369.6981059,0
18,83,5,19,355.825,246.4039364,0
20,84,4,36,757,603.8853819,0
2,44,4,42,47.2,37.86200666,1
13,8,5,44,58.2,46.078496,0
8,83,5,32,266.6,210.9349873,0
9,77,5,40,347.5,305.3341212,0
22,45,8,45,557.875,440.4360579,0
14,40,5,25,176,129.9740743,0
18,99,4,40,892,685.627308,0
16,43,5,43,370.8,269.1203726,0
12,46,6,29,201.1,162.1290767,0
14,84,4,40,589,463.8631095,0
19,42,5,41,409.975,382.1868418,0
8,74,5,44,326.6,273.2312549,0
17,43,6,19,174.6125,133.6958757,0
0,35,5,43,1,0.780938948,0
13,40,4,42,274,233.7887339,0
31,45,7,38,663.625,509.3409856,0
12,79,4,42,498.7,403.6858084,0
9,36,6,39,158.95,129.9251324,1
19,74,3,28,493.1,368.451997,0
12,40,5,31,187,157.1778561,0
27,12,6,44,179.2,146.390624,0
20,59,5,34,502.5,416.4978955,0
14,84,6,37,544.9,406.8826925,0
2,78,5,40,79,63.50679492,1
22,43,2,41,485.825,386.5734217,0
20,88,7,28,617,494.5511052,0
15,70,6,41,539.125,351.8613478,0
11,45,6,44,273.25,219.4527762,0
17,46,6,46,450.65,368.1611732,0
9,95,6,39,417.8125,349.7650176,0
15,35,5,44,289.75,232.7416221,0
26,78,6,45,1141.75,913.2766139,0
14,61,5,35,374.625,310.5776642,0
15,39,4,41,300.8125,241.9468764,0
19,90,4,46,984.25,737.2597042,0
20,55,4,42,578.5,497.3509245,0
30,39,4,34,498.25,421.314345,0
13,86,6,45,629.875,542.8394968,0
14,70,5,29,356.25,290.5332226,0
8,69,5,35,242.5,205.2292206,0
12,103,6,41,634.45,488.4373539,0
10,51,6,46,294.25,227.9859684,0
24,73,4,44,964.6,774.230158,0
11,91,5,46,576.575,449.5396415,0
15,80,5,28,421,326.5949595,0
15,55,6,42,434.125,333.1979247,0
20,94,5,21,494.5,401.4097309,0
16,96,4,45,865,601.212542,0
18,83,6,43,804.025,629.2352976,1
15,31,4,26,152.125,114.9522182,0
1,47,5,45,27.4375,22.26044382,0
9,82,4,42,388.45,264.2815432,0
11,79,5,39,424.6375,347.7644583,0
15,36,5,46,311.5,251.8000501,0
12,88,6,32,423.4,349.6366868,0
13,87,7,11,156.5125,125.0356215,0
15,79,5,42,623.125,481.5956287,1
3,86,6,23,75.175,64.08037384,0
12,7,5,45,48.25,37.88160689,0
23,94,4,37,1000.925,795.0472021,0
20,86,6,42,904,702.7078168,1
14,88,6,42,647.8,528.3949093,0
14,79,6,31,429.575,348.6595532,0
19,46,6,45,492.625,387.1761996,0
19,48,5,0,1,0.853387973,0
16,86,6,35,603,507.4974361,0
11,82,5,40,452,390.9885261,0
18,49,5,24,265.6,192.6695385,0
19,102,4,38,921.55,639.6352507,0
13,89,5,41,593.9625,442.6604351,0
14,102,6,32,572.2,503.9845556,0
12,84,5,27,341.2,300.4715747,0
31,45,4,46,803.125,652.1393072,0
27,86,3,41,1191.025,850.6478386,0
19,40,4,46,438,355.1591296,0
14,100,4,38,666,550.5662182,0
18,86,7,27,523.45,374.1839797,0
15,57,6,40,428.5,319.7053465,0
26,74,7,43,1035.15,760.9611831,1
19,37,5,26,229.475,188.3247315,0
8,89,4,41,365.9,305.9478202,0
15,79,7,31,460.1875,336.6199527,1
1,81,6,40,41.5,35.53554565,0
19,45,4,37,396.4375,274.8823715,0
14,54,5,42,397.9,315.6081295,0
16,16,5,29,93.8,75.3433659,0
17,74,6,25,394.125,298.3083401,0
15,60,3,36,406,336.0375543,0
15,80,6,41,616,521.5377401,0
31,84,6,43,1400.65,1180.978747,0
12,83,4,46,573.7,516.4563508,0
28,41,6,45,646.75,453.0221767,0
18,52,5,27,316.9,253.7022867,0
14,81,5,40,568,439.5853043,0
12,93,5,45,628.75,487.9827494,0
14,61,5,31,331.925,288.4064042,0
9,78,5,15,132.625,101.8271276,0
15,94,6,42,741.25,606.3828086,0
16,46,7,41,378.2,275.0608298,0
18,71,6,34,544.15,438.1155998,0
26,80,5,42,1093,921.1738389,0
16,49,5,20,197,167.818021,0
9,75,5,10,85.375,59.01620256,0
13,44,6,44,315.6,273.060827,0
17,40,5,39,332.5,278.254963,0
10,42,5,23,121.75,95.58401587,0
15,77,4,44,636.25,506.8764856,0
18,85,6,34,651.25,554.5520959,0
1,90,4,33,38.125,31.07011354,0
13,38,4,27,167.725,152.5714069,0
18,79,4,41,729.775,603.5497957,0
7,47,7,23,95.5875,67.60023042,0
23,91,5,43,1125.9875,815.6986867,0
17,88,5,45,842.5,695.0192211,0
16,85,5,41,698,568.8701437,1
13,74,2,29,349.725,309.3477674,0
22,91,3,37,926.925,758.5056267,0
18,81,5,17,310.825,240.0353502,0
18,50,6,44,496,410.9978945,0
10,34,5,38,162.5,135.0680898,0
8,37,4,31,115.7,105.7322488,0
18,95,4,39,834.625,568.25083,0
26,73,5,20,475.5,399.9428231,0
12,43,6,41,265.45,206.6808992,1
19,85,5,46,929.625,741.8962716,0
11,45,5,41,254.6875,216.3705235,0
13,83,4,34,459.575,390.4488599,0
22,88,5,36,872.2,645.018159,0
12,46,4,33,228.7,183.6467551,0
18,8,7,24,44.2,37.70702181,1
10,81,5,27,274.375,226.5498442,0
24,95,4,45,1283.5,1014.774887,0
10,53,5,42,279.25,220.0572061,0
15,78,6,33,483.625,402.2763738,0
18,81,5,45,821.125,674.8814577,0
9,33,6,39,145.7875,104.4643781,0
16,75,4,31,466,363.3346853,0
11,86,7,46,544.95,433.023831,0
20,85,6,44,936,799.5755148,0
12,93,4,37,517.15,378.2183148,0
21,53,5,33,460.1125,336.451619,0
13,74,5,31,373.775,304.6084674,0
16,88,4,30,529,424.5504628,1
18,82,6,37,683.65,558.5491235,0
13,89,5,46,666.275,571.2275476,0
16,93,6,36,670.6,563.9405508,0
11,94,6,43,556.775,452.195116,0
13,65,4,45,476.3125,352.0895752,0
12,32,7,37,178.6,142.380098,0
1,52,4,32,21.8,16.09461316,1
19,41,4,32,312.6,271.6176304,0
17,76,6,45,727.75,547.3238181,0
8,89,5,40,357,321.8168161,0
25,80,8,36,901,659.5499743,0
15,25,4,43,202.5625,176.1346755,0
15,91,5,38,649.375,528.6960495,0
10,12,6,37,56.5,46.72983954,1
9,48,4,43,233.2,203.3932736,0
9,36,6,20,82,68.56380252,0
16,69,6,41,566.8,501.758392,0
16,80,5,36,577,506.9891169,0
12,44,3,46,304.6,231.310373,0
13,44,5,33,236.95,180.9801229,0
14,108,5,39,738.1,601.8723835,0
9,40,5,37,167.5,133.9932804,0
5,49,6,26,80.625,68.68440918,0
15,83,7,36,561.25,461.1144084,0
23,34,5,43,421.325,344.1776962,0
26,62,4,46,927.9,726.1140337,0
15,81,6,44,669.25,586.9182861,0
12,85,5,0,1,0.802640912,0
8,76,6,38,289.8,195.7143434,0
4,46,5,31,72.3,54.89384255,0
9,91,4,43,441.2125,369.8359091,0
12,83,5,45,561.25,432.4304546,0
16,41,5,38,312.6,241.3708441,0
18,50,5,45,507.25,403.4804478,0
13,36,6,31,182.35,147.1194337,0
6,89,5,36,241.3,193.4894444,0
15,69,5,44,570.25,459.7731872,0
13,74,3,44,530.1,429.8804689,0
13,48,4,28,219.4,152.0151583,0
8,86,6,40,345,262.0973886,0
17,77,4,25,410.0625,317.6504347,0
11,71,4,0,1,0.677181898,1
9,88,4,43,426.7,371.0285546,1
12,84,4,36,454.6,336.6284836,0
12,74,4,8,89.8,65.42123154,0
10,4,5,40,21,17.59269231,0
14,7,5,0,1,0.821845715,1
7,39,7,41,140.9125,107.9679878,0
13,80,5,45,586,497.8534645,0
8,78,5,43,336.4,271.323945,0
17,75,6,31,495.0625,420.8726215,0
19,98,6,44,1025.1,840.6785628,0
26,51,6,30,498.25,418.3582288,0
5,81,5,25,127.5625,91.728319,0
31,43,4,39,650.8375,490.2219471,0
31,47,6,22,401.675,307.8860859,0
26,38,3,43,532.05,394.7515973,0
8,95,4,39,371.5,296.7048536,0
17,94,4,34,680.15,512.9581518,0
20,79,5,40,791,692.2886527,0
17,95,5,37,747.9375,577.4542923,0
16,65,5,18,235,189.5482652,0
9,85,6,46,440.875,404.2022195,0
30,91,4,46,1570.75,1215.161297,0
18,11,5,46,114.85,86.15682969,0
26,39,6,43,546.025,449.5653577,1
23,90,4,28,725.5,567.6056559,0
15,79,7,34,504.625,371.56727,0
8,74,6,22,163.8,147.5906307,0
10,90,5,42,473.5,389.6641388,0
27,40,2,41,554.5,430.7250998,0
15,45,4,34,287.875,207.4897891,0
2,38,5,26,25.7,19.72021257,0
14,73,4,45,575.875,451.5561407,0
31,94,5,44,1603.7,1420.723091,0
31,80,6,45,1396,1132.568495,0
21,82,4,16,345.4,283.8330976,0
12,81,4,35,426.25,337.6103618,0
15,88,5,12,199,146.1551235,0
9,101,5,42,478.225,345.8788024,0
14,39,5,39,267.175,202.018725,0
17,83,4,44,777.05,669.516306,0
9,54,6,36,219.7,162.4041039,0
27,47,5,8,127.9,91.86538153,0
11,94,5,30,388.75,309.8649201,0
22,48,5,14,185.8,149.4707398,0
10,89,5,41,457.125,377.1573446,0
26,89,5,42,1215.85,916.6057958,0
17,90,6,36,689.5,619.2936149,1
14,89,6,42,655.15,531.5569615,0
10,41,7,45,231.625,190.302351,0
17,78,6,45,746.875,622.9631713,0
28,84,6,28,824.2,676.0033711,0
11,50,4,43,296.625,252.9042359,0
22,83,5,33,754.225,575.3917425,0
17,97,6,3,62.8375,50.23499866,0
17,80,5,32,545,470.507508,0
12,85,5,43,549.25,464.5605351,0
18,77,6,46,797.95,587.9150876,0
12,45,5,35,237.25,203.7298173,1
25,86,4,29,780.375,538.526362,0
19,82,5,24,468.4,356.1767352,0
18,88,7,41,812.8,635.7183753,0
12,34,5,44,225.4,198.3150767,0
5,92,3,44,254,177.4831901,0
10,87,5,23,251.125,228.1126681,0
20,88,6,32,705,565.679484,0
6,46,5,35,121.75,95.57509349,0
21,50,4,44,578.5,459.9411693,0
12,81,3,46,559.9,504.963554,0
18,49,4,41,453.025,368.1255171,0
2,87,6,39,85.825,67.20974748,0
20,45,6,46,518.5,402.2168759,0
29,38,6,41,565.775,451.4660745,0
8,10,6,37,38,30.41346793,0
